date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:40:29	5752/5752	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2014:50:30%20GMT	https://demo.themesoul.com/nyabiss/media/vendor/bootstrap/js/carousel.min.js?5.3.2	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/vendor/bootstrap/js/carousel.mine55b.js	(from https://demo.themesoul.com/nyabiss/)
15:40:29	4047/4047	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2014:50:30%20GMT	https://demo.themesoul.com/nyabiss/media/vendor/bootstrap/js/collapse.min.js?5.3.2	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/vendor/bootstrap/js/collapse.mine55b.js	(from https://demo.themesoul.com/nyabiss/)
15:40:29	6220/6220	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2014:50:30%20GMT	https://demo.themesoul.com/nyabiss/media/vendor/bootstrap/js/dropdown.min.js?5.3.2	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/vendor/bootstrap/js/dropdown.mine55b.js	(from https://demo.themesoul.com/nyabiss/)
15:40:30	7145/7145	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2014:50:30%20GMT	https://demo.themesoul.com/nyabiss/media/vendor/bootstrap/js/modal.min.js?5.3.2	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/vendor/bootstrap/js/modal.mine55b.js	(from https://demo.themesoul.com/nyabiss/)
15:40:30	3552/3552	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2014:50:30%20GMT	https://demo.themesoul.com/nyabiss/media/vendor/bootstrap/js/offcanvas.min.js?5.3.2	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/vendor/bootstrap/js/offcanvas.mine55b.js	(from https://demo.themesoul.com/nyabiss/)
15:40:30	11314/11314	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2014:50:30%20GMT	https://demo.themesoul.com/nyabiss/media/vendor/bootstrap/js/popover.min.js?5.3.2	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/vendor/bootstrap/js/popover.mine55b.js	(from https://demo.themesoul.com/nyabiss/)
15:40:30	4096/4096	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2014:50:30%20GMT	https://demo.themesoul.com/nyabiss/media/vendor/bootstrap/js/scrollspy.min.js?5.3.2	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/vendor/bootstrap/js/scrollspy.mine55b.js	(from https://demo.themesoul.com/nyabiss/)
15:40:31	4965/4965	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2014:50:30%20GMT	https://demo.themesoul.com/nyabiss/media/vendor/bootstrap/js/tab.min.js?5.3.2	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/vendor/bootstrap/js/tab.mine55b.js	(from https://demo.themesoul.com/nyabiss/)
15:40:31	2789/2789	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2014:50:30%20GMT	https://demo.themesoul.com/nyabiss/media/vendor/bootstrap/js/toast.min.js?5.3.2	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/vendor/bootstrap/js/toast.mine55b.js	(from https://demo.themesoul.com/nyabiss/)
15:40:31	3553/3553	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2014:50:30%20GMT	https://demo.themesoul.com/nyabiss/media/system/js/showon.min.js?891646	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/system/js/showon.mina613.js	(from https://demo.themesoul.com/nyabiss/)
15:40:31	7480/7480	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2014:50:30%20GMT	https://demo.themesoul.com/nyabiss/media/vendor/awesomplete/js/awesomplete.min.js?1.1.5	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/vendor/awesomplete/js/awesomplete.min75d0.js	(from https://demo.themesoul.com/nyabiss/)
15:40:31	1416/1416	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2014:50:30%20GMT	https://demo.themesoul.com/nyabiss/media/com_finder/js/finder.min.js?8a2222	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/com_finder/js/finder.minc9c4.js	(from https://demo.themesoul.com/nyabiss/)
15:40:32	5598/5598	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2014:50:30%20GMT	https://demo.themesoul.com/nyabiss/media/system/js/messages.min.js?7a5169	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/system/js/messages.min7adc.js	(from https://demo.themesoul.com/nyabiss/)
15:40:32	144/144	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2011%20Dec%202023%2013:29:16%20GMT	https://demo.themesoul.com/nyabiss/components/com_sppagebuilder/assets/js/common.js	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/components/com_sppagebuilder/assets/js/common.js	(from https://demo.themesoul.com/nyabiss/)
15:40:32	898/898	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2011%20Dec%202023%2013:29:16%20GMT	https://demo.themesoul.com/nyabiss/components/com_sppagebuilder/assets/js/jquery.parallax.js?79ff9637b74326c362fb6f7f5801a7ba	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/components/com_sppagebuilder/assets/js/jquery.parallax9c09.js	(from https://demo.themesoul.com/nyabiss/)
15:40:32	76199/76199	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2011%20Dec%202023%2013:29:16%20GMT	https://demo.themesoul.com/nyabiss/components/com_sppagebuilder/assets/js/sppagebuilder.js?79ff9637b74326c362fb6f7f5801a7ba	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/components/com_sppagebuilder/assets/js/sppagebuilder9c09.js	(from https://demo.themesoul.com/nyabiss/)
15:40:32	20218/20218	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2011%20Dec%202023%2013:29:16%20GMT	https://demo.themesoul.com/nyabiss/components/com_sppagebuilder/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/components/com_sppagebuilder/assets/js/jquery.magnific-popup.min.js	(from https://demo.themesoul.com/nyabiss/)
15:40:33	10822/10822	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2011%20Dec%202023%2016:38:30%20GMT	https://demo.themesoul.com/nyabiss/templates/nyabiss/js/main.js	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/templates/nyabiss/js/main.js	(from https://demo.themesoul.com/nyabiss/)
15:40:33	22083/22083	---MCZ	200	added ('OK')	text/css	date:Tue,%2005%20Dec%202023%2013:14:22%20GMT	https://demo.themesoul.com/nyabiss/media/smartslider3/src/SmartSlider3/Application/Frontend/Assets/dist/smartslider.min.css?ver=02dfae25	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/smartslider3/src/SmartSlider3/Application/Frontend/Assets/dist/smartslider.minc111.css	(from https://demo.themesoul.com/nyabiss/)
15:40:33	91464/91464	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2013:14:22%20GMT	https://demo.themesoul.com/nyabiss/media/smartslider3/src/SmartSlider3/Application/Frontend/Assets/dist/n2.min.js?ver=02dfae25	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/smartslider3/src/SmartSlider3/Application/Frontend/Assets/dist/n2.minc111.js	(from https://demo.themesoul.com/nyabiss/)
15:40:33	117088/117088	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2013:14:22%20GMT	https://demo.themesoul.com/nyabiss/media/smartslider3/src/SmartSlider3/Application/Frontend/Assets/dist/smartslider-frontend.min.js?ver=02dfae25	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/smartslider3/src/SmartSlider3/Application/Frontend/Assets/dist/smartslider-frontend.minc111.js	(from https://demo.themesoul.com/nyabiss/)
15:40:33	13417/13417	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2013:14:22%20GMT	https://demo.themesoul.com/nyabiss/media/smartslider3/src/SmartSlider3/Slider/SliderType/Simple/Assets/dist/ss-simple.min.js?ver=02dfae25	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/smartslider3/src/SmartSlider3/Slider/SliderType/Simple/Assets/dist/ss-simple.minc111.js	(from https://demo.themesoul.com/nyabiss/)
15:40:34	28177/28177	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2013:14:22%20GMT	https://demo.themesoul.com/nyabiss/media/smartslider3/src/SmartSlider3/Slider/SliderType/Simple/Assets/dist/smartslider-backgroundanimation.min.js?ver=02dfae25	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/smartslider3/src/SmartSlider3/Slider/SliderType/Simple/Assets/dist/smartslider-backgroundanimation.minc111.js	(from https://demo.themesoul.com/nyabiss/)
15:40:34	5621/5621	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2013:14:22%20GMT	https://demo.themesoul.com/nyabiss/media/smartslider3/src/SmartSlider3/Widget/Bullet/Assets/dist/w-bullet.min.js?ver=02dfae25	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/smartslider3/src/SmartSlider3/Widget/Bullet/Assets/dist/w-bullet.minc111.js	(from https://demo.themesoul.com/nyabiss/)
15:40:34	23060/23060	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Dec%202023%2013:20:04%20GMT	https://demo.themesoul.com/nyabiss/images/logo-sticky.png	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/images/logo-sticky.png	(from https://demo.themesoul.com/nyabiss/)
15:40:34	30382/30382	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Dec%202023%2016:38:30%20GMT	https://demo.themesoul.com/nyabiss/templates/nyabiss/images/logo.png	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/templates/nyabiss/images/logo.png	(from https://demo.themesoul.com/nyabiss/)
15:40:35	187136/187136	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2011:40:35%20GMT	https://demo.themesoul.com/nyabiss/index.php	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/index-2.html	(from https://demo.themesoul.com/nyabiss/)
15:40:36	215052/215052	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2011:40:36%20GMT	https://demo.themesoul.com/nyabiss/index.php/home/homepage-2	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/index.php/home/homepage-2.html	(from https://demo.themesoul.com/nyabiss/)
15:40:37	177350/177350	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2011:40:37%20GMT	https://demo.themesoul.com/nyabiss/index.php/home/homepage-3	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/index.php/home/homepage-3.html	(from https://demo.themesoul.com/nyabiss/)
15:40:38	92681/92681	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2011:40:37%20GMT	https://demo.themesoul.com/nyabiss/index.php/pages	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/index.php/pages.html	(from https://demo.themesoul.com/nyabiss/)
15:40:38	133532/133532	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2011:40:38%20GMT	https://demo.themesoul.com/nyabiss/index.php/pages/about-us	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/index.php/pages/about-us.html	(from https://demo.themesoul.com/nyabiss/)
15:40:39	124916/124916	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2011:40:39%20GMT	https://demo.themesoul.com/nyabiss/index.php/pages/our-team	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/index.php/pages/our-team.html	(from https://demo.themesoul.com/nyabiss/)
15:40:39	91741/91741	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2011:40:39%20GMT	https://demo.themesoul.com/nyabiss/index.php/pages/smart-search-result	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/index.php/pages/smart-search-result.html	(from https://demo.themesoul.com/nyabiss/)
15:40:40	89160/89160	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2011:40:40%20GMT	https://demo.themesoul.com/nyabiss/index.php/pages/gallery	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/index.php/pages/gallery.html	(from https://demo.themesoul.com/nyabiss/)
15:40:41	90853/90853	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2011:40:40%20GMT	https://demo.themesoul.com/nyabiss/index.php/blog	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/index.php/blog.html	(from https://demo.themesoul.com/nyabiss/)
15:40:41	87587/87587	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2011:40:41%20GMT	https://demo.themesoul.com/nyabiss/index.php/blog/detail-article	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/index.php/blog/detail-article.html	(from https://demo.themesoul.com/nyabiss/)
15:40:42	87924/87924	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2011:40:42%20GMT	https://demo.themesoul.com/nyabiss/index.php/blog/blog-2-column	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/index.php/blog/blog-2-column.html	(from https://demo.themesoul.com/nyabiss/)
15:40:43	93575/93575	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2011:40:42%20GMT	https://demo.themesoul.com/nyabiss/index.php/blog/left-sidebar	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/index.php/blog/left-sidebar.html	(from https://demo.themesoul.com/nyabiss/)
15:40:43	86216/86216	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2011:40:43%20GMT	https://demo.themesoul.com/nyabiss/index.php/blog/blog-overlay	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/index.php/blog/blog-overlay.html	(from https://demo.themesoul.com/nyabiss/)
15:40:44	170982/170982	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2011:40:44%20GMT	https://demo.themesoul.com/nyabiss/index.php/our-menu	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/index.php/our-menu.html	(from https://demo.themesoul.com/nyabiss/)
15:40:44	158145/158145	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2011:40:44%20GMT	https://demo.themesoul.com/nyabiss/index.php/our-menu/our-menu-2	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/index.php/our-menu/our-menu-2.html	(from https://demo.themesoul.com/nyabiss/)
15:40:45	165173/165173	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2011:40:45%20GMT	https://demo.themesoul.com/nyabiss/index.php/our-menu/our-menu-3	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/index.php/our-menu/our-menu-3.html	(from https://demo.themesoul.com/nyabiss/)
15:40:46	124849/124849	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2011:40:46%20GMT	https://demo.themesoul.com/nyabiss/index.php/contact-us	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/index.php/contact-us.html	(from https://demo.themesoul.com/nyabiss/)
